user	spName	traffic	times
eac211a8	monternet		1096	1
eb541e9c	adsmogo		26177	19
eb541e9c	amazonaws		1697	1
eb541e9c	apple		30399	5
eb541e9c	catcap		956	1
eb541e9c	catcapstudio		1454	1
eb541e9c	domob		282701	17
eb541e9c	flurry		106566	59
eb541e9c	google-analytics		56458	38
eb541e9c	localytics		1635	1
eb541e9c	qiushibaike		1278535	270
eb541e9c	qlogo		70724	2
eb541e9c	qpic		47275	3
eb541e9c	qq		563195	125
eb541e9c	uyunad		11221	5
eb541e9c	verisign		10100	3
ebf1aa73	apple		31759	6
ebf1aa73	qlogo		42889	6
ebf1aa73	qpic		116379	9
ebf1aa73	qq		443581	67
ebf1aa73	verisign		6223	2
ebf1aa73	yahooapis		3909	1
ec8b26fb	sina		301937	34
ec8b26fb	sinaimg		25486	6
ece92f6d	10086		0	2
ece92f6d	gpsonextra		0	1
ece92f6d	moji001		8884	2
ece92f6d	monternet		1838	2
ece92f6d	qq		9158	4
ece92f6d	sina		454395	46
ece92f6d	sinaimg		56521	4
ece92f6d	taobao		141472	46
ed06bee3	amazonaws		1696	1
ed06bee3	apple		14776	2
ed06bee3	flurry		4101	2
ed06bee3	kiloo		0	1
ed06bee3	localytics		2002	1
ed06bee3	qpic		654557	8
ed06bee3	qq		57828	24
ed1d923d	3g		2330159	277
ed1d923d	3gcdn		71097	6
ed1d923d	apple		19699	7
ed1d923d	edgesuite		830201	1
ed1d923d	eicodesign		25856	4
ed1d923d	fluentmobile		2750	2
ed1d923d	flurry		13628	8
ed1d923d	itunes		1300	1
ed1d923d	monternet		1260	1
ed1d923d	qlogo		127203	13
ed1d923d	qq		61018	7
ed1d923d	rrimg		55824	2
ed1d923d	sinaimg		358390	55
ed1d923d	youku		11482	3
ed57430f	cnzz		99537	53
ed57430f	google		3054	1
ed57430f	gpsonextra		90515	3
ed57430f	moji001		16487	7
ed57430f	moji002		9322	1
ed57430f	monternet		2328	2
ed57430f	sina		40778	9
ed57430f	sinaimg		27196	3
ed57430f	sonyericsson		4061	2
ed57430f	uc		34630	2
ed57430f	ucfly		5065	1
ed57430f	ucweb		235501	28
ede2f558	monternet		3474	3
ede58174	adsage		3358	7
ee4ed463	apple		8617	3
ee4ed463	flurry		5567	1
ee4ed463	sina		28752	7
ee4ed463	sinaimg		44912	3
ee4ed463	wali		2330	1
ee4ed463	youdao		3831	2
ee8f829e	edgesuite		62937	1
ee8f829e	itunes		1332	1
ee8f829e	qpic		9618	1
ee8f829e	qq		1137	1
ee8f829e	umeng		1779	1
ee8f829e	yahooapis		9473	3
eee552ad	feeliu		4199	1
eee552ad	flurry		1222	1
eee552ad	google-analytics		9036	3
eee552ad	laibafile		60771	3
eee552ad	netqin		384170	12
eee552ad	qlogo		5195	1
eee552ad	qq		53197	28
eee552ad	sina		24449	2
eee552ad	sinaimg		3924	2
eee552ad	tencent		6668	3
eee552ad	tianya		189359	20
eee552ad	tianyaui		174808	45
eee552ad	yahooapis		1704	1
eef0ccd6	sina		1166646	57
eef0ccd6	sinaimg		70187	8
ef8ed448	adwo		181814	54
ef8ed448	apple		84475	13
ef8ed448	gomumu		569788	22
ef8ed448	google		16145	1
ef8ed448	gtimg		13473	8
ef8ed448	kuro		169017	10
ef8ed448	madserving		422832	53
ef8ed448	mdn2		999	1
ef8ed448	miaozhen		32167	21
ef8ed448	mobileone		2971052	71
ef8ed448	mywtv		30439	2
ef8ed448	qlogo		6003	1
ef8ed448	qpic		4529	1
ef8ed448	qq		634468	98
ef8ed448	sina		2883620	201
ef8ed448	sinaimg		859217	104
ef8ed448	yahooapis		3984	1
efcb97f2	apple		13085	2
efcb97f2	flurry		5825	4
efcb97f2	monternet		2610	2
f1e0e4b1	10086		26776	5
f1e0e4b1	apple		5513	1
f1e0e4b1	google		1454	1
f1e0e4b1	sina		547815	66
f1e0e4b1	sinaimg		100554	16
f1e3604f	accuweather		7721	2
f1e3604f	apple		38999	9
f1e3604f	com2us		34166	5
f1e3604f	qlogo		1202663	45
f1e3604f	qpic		1071555	15
f1e3604f	sina		212450	20
f1e3604f	sinaimg		305226	21
f1e3604f	verisign		2602	1
f1e3604f	yahoo		38255	15
f341ef89	365rili		1097	1
f341ef89	3g		24755	7
f341ef89	budejie		10385	9
f341ef89	dolphin-browser		4987	5
f341ef89	domob		524	1
f341ef89	ip138		136116	12
f341ef89	linezing		4131	1
f341ef89	moji001		80033	20
f341ef89	qlogo		30241	2
f341ef89	qq		40305	1
f341ef89	sinaimg		69598	13
f341ef89	taobao		60574	4
f341ef89	taobaocdn		696018	17
f341ef89	tbcdn		1245578	7
f341ef89	umeng		44145	28
f3850d61	apple		1783	1
f3850d61	baidu		5410114	520
f3850d61	cmread		1290768	35
f3850d61	google-analytics		29429	18
f3850d61	limasky		139349	109
f3850d61	qiushibaike		298009	54
f3850d61	qlogo		7176	1
f3850d61	qpic		31645	1
f3850d61	qq		151369	40
f3850d61	uc		4846	2
f3850d61	ucweb		127577	13
f3dfe4f8	10086		10317	2
f3dfe4f8	apple		87440	12
f3dfe4f8	cclchina		155822	2
f3dfe4f8	dachong		6750602	17
f3dfe4f8	monternet		1320	1
f3dfe4f8	qlogo		3921	2
f3dfe4f8	qq		205921	48
f3dfe4f8	superboss		1548	1
f3dfe4f8	taobao		252048	57
f3dfe4f8	taobaocdn		391333	13
f49236c2	365rili		32698	22
f49236c2	sdo		19447	16
f49236c2	sonyericsson		4057	2
f49236c2	ttpod		8833	4
f49236c2	ttpodlog		1987	1
f49236c2	umeng		36794	4
f49f5f71	360		3741	3
f49f5f71	adwhirl		6922	8
f49f5f71	apple		81471	12
f49f5f71	baidu		43293	8
f49f5f71	baidu-2img		26450	8
f49f5f71	flurry		3635	2
f49f5f71	jjwxc		216950	58
f49f5f71	sogou		59920	5
f49f5f71	uc		4833	3
f49f5f71	ucweb		54986	10
f49f5f71	yahooapis		4048	1
f4c403df	accuweather		407070	90
f4c403df	apple		274704	116
f4c403df	yahooapis		8094	2
f4ebbfe5	gtimg		0	5
f4ebbfe5	monternet		3830	3
f4ebbfe5	qq		0	20
f4ebbfe5	umeng		8590	12
f5027433	51job		70879	15
f5027433	baidu		193270	23
f5027433	baidu-2img		9885	1
f5027433	baidu-3img		39696	7
f5027433	google-analytics		97809	53
f5027433	itc		137185	37
f5027433	laibafile		52340	5
f5027433	qlogo		75609	10
f5027433	qq		67575	20
f5027433	sina		714585	103
f5027433	sinaimg		304250	97
f5027433	sohu		140168	22
f5027433	tianya		270004	46
f5027433	ucweb		32996	12
f5027433	umeng		5789	3
f5027433	wzcx123		3820	3
f57c453c	apple		94673	14
f57c453c	qq		45367	13
f57c453c	qunar		7188	4
f57f958e	edgesuite		125872	1
f57f958e	itunes		1299	1
f57f958e	monternet		6309	5
f5aa2165	360		18633	5
f5aa2165	baidu		759952	231
f5aa2165	baidu-img		92470	26
f5aa2165	qq		653641	57
f5aa2165	uc		8267	2
f5aa2165	ucfly		2364	1
f5aa2165	ucweb		7134487	40
f5ba0299	adsage		258319	71
f5ba0299	adsmogo		128614	90
f5ba0299	ggwan		398837	15
f5ba0299	mmclick		7022	4
f5ba0299	pubsage		1059189	26
f5ba0299	qq		3026	2
f5ba0299	umeng		11575	5
f5f03621	monternet		1264	1
f5f03621	qq		1280	1
f5f03621	sina		2701	1
f65dbce9	91		84979	11
f65dbce9	91rb		26152	7
f65dbce9	apple		13086	2
f65dbce9	qpic		34227	3
f662cf6b	baidu		40766	9
f662cf6b	monternet		1155	1
f662cf6b	qpic		4907	1
f662cf6b	qq		141740	24
f678a095	apple		62015	5
f678a095	gtimg		10407	3
f678a095	qpic		20411	4
f678a095	qq		1285599	144
f678a095	sina		98196	13
f678a095	sinaimg		348358	38
f678a095	uc		9748	5
f678a095	ucweb		42821	3
f6adede8	amazonaws		2819	1
f6adede8	apple		7443	1
f6adede8	baidu		239058	41
f6adede8	baidu-2img		123932	31
f6adede8	highso		18419	2
f6adede8	localytics		1911	1
f6adede8	qlogo		2798	1
f6adede8	qpic		53104	3
f6adede8	qq		55492	10
f6adede8	sina		96089	12
f6adede8	sinaimg		167397	28
f6adede8	taobao		147006	54
f6adede8	taobaocdn		68100	4
f6adede8	uc		32288	6
f6adede8	ucweb		101506	9
f6adede8	verisign		8865	2
f6adede8	zdgct		18193	3
f6b65815	91		224397	32
f6b65815	91huo		73009	7
f6b65815	91rb		339690	13
f6b65815	appifan		459299	8
f6b65815	apple		35284	8
f6b65815	gameloft		42854	12
f6b65815	monternet		2584	2
f6b65815	qlogo		1455636	73
f6b65815	qpic		27016	4
f6b65815	qq		529242	53
f6b65815	sina		27248	7
f6b65815	sinaimg		55318	6
f6b65815	yahooapis		34039	7
f6f176cc	baidu		64021	11
f6f176cc	gtimg		62404	12
f6f176cc	monternet		1159	1
f6f176cc	qlogo		1807196	452
f6f176cc	qpic		1131181	40
f6f176cc	qq		2954805	390
f702aa0a	10086		3728	1
f702aa0a	baidu		440	2
f702aa0a	kaixin001		76008	5
f702aa0a	kuwo		1964	3
f702aa0a	qq		2155129	136
f702aa0a	tencent		13476	3
f7aec5d1	apple		3732	1
f7b3adae	apple		11150	2
f7b3adae	baidu		85941	19
f7b3adae	baidu-3img		16323	2
f7b3adae	news		23019	10
f7b3adae	tajiu		4643	3
f7b3adae	uc		226886	2
f7b3adae	ucweb		163051	4
f7fe243b	apple		62254	9
f8110a1a	10086		142968	11
f8110a1a	56		42919	1
f8110a1a	appads		24973	15
f8110a1a	apple		27233	6
f8110a1a	baidu		1134454	98
f8110a1a	cloudfront		47328	3
f8110a1a	cucimg		8402	1
f8110a1a	flurry		71883	10
f8110a1a	gameloft		16301	24
f8110a1a	kiloo		2770	2
f8110a1a	ku6		13462	1
f8110a1a	localytics		3094	1
f8110a1a	qlogo		56488	7
f8110a1a	qpic		163224	7
f8110a1a	qq		2239097	272
f8110a1a	rrimg		350523	22
f8110a1a	uc		2353	1
f8110a1a	ucweb		48324	14
f8110a1a	xnpic		137908	8
f8110a1a	yahooapis		26711	7
f8110a1a	ykimg		22179	4
f8a1e812	51ipapxl		5067	3
f8a1e812	91		68506	17
f8a1e812	91rb		504796	41
f8a1e812	baidu		36621	15
f8a1e812	baidu-2img		10039	1
f8a1e812	cnzz		14284	3
f8a1e812	qq		74830	2
f8a1e812	uc		2665	1
f8a1e812	ucweb		96463	3
f8ebbbae	360		22064	7
f8ebbbae	3g		7074	2
f8ebbbae	3gogo		79507	31
f8ebbbae	appchina		4748	2
f8ebbbae	baidu		43633	8
f9147765	25pp		1356556	31
f9147765	91		154345	42
f9147765	91huo		12321	2
f9147765	91rb		655229	21
f9147765	amazonaws		6738	2
f9147765	apple		26264	4
f9147765	baidu		2058839	73
f9147765	cnzz		29819	7
f9147765	flurry		51389	15
f9147765	localytics		5151	2
f9147765	multifl0w		19908	19
f9147765	qlogo		30986	4
f9147765	qpic		6360	1
f9147765	qq		47139	15
f9147765	uc		1771	1
f9147765	ucweb		19001	5
f9147765	umeng		1720	1
f9147765	verisign		6977	2
f9147765	yahooapis		9776	3
f9b9db92	163		25628	8
f9b9db92	apple		70259	9
f9b9db92	domob		2849	2
f9b9db92	netease		12877	1
f9b9db92	qq		38721	1
f9b9db92	sina		686688	43
f9b9db92	sinaimg		33101	4
f9b9db92	viewad		1133	1
f9b9db92	youdao		3072	1
f9f109c0	googlesyndication		16266	2
f9f109c0	gpbao		37570	6
f9f544a8	alipay		232539	21
f9f544a8	apple		2649	1
f9f544a8	chinasspp		42698	1
f9f544a8	flurry		1980	1
f9f544a8	google-analytics		48393	1
f9f544a8	neeu		0	1
f9f544a8	pstatp		26146	4
f9f544a8	qlogo		23548	6
f9f544a8	qq		6008	4
f9f544a8	rayliimg		9164	2
f9f544a8	sina		347973	47
f9f544a8	sinaimg		503461	45
f9f544a8	snssdk		24361	8
f9f544a8	taobao		1845604	524
f9f544a8	taobaocdn		244503	48
f9f544a8	tx8		0	3
f9f544a8	umeng		6352	4
f9f544a8	zifei		6914	2
fa363c66	apple		88526	1
fbb75ba0	qq		147450	32
fbbcc2bb	2ksports		1089	1
fbbcc2bb	91		86718	28
fbbcc2bb	91rb		0	1
fbbcc2bb	adwhirl		10078	9
fbbcc2bb	apple		31480	8
fbbcc2bb	baidu		53220	9
fbbcc2bb	chimesuperior		1096	1
fbbcc2bb	google		6494	6
fbbcc2bb	mtime		5384	10
fbbcc2bb	qlogo		0	6
fbbcc2bb	qpic		10679	2
fbbcc2bb	qq		674442	157
fbbcc2bb	sina		1197326	128
fbbcc2bb	sinaimg		112043	25
fbbcc2bb	sogou		56476	8
fbbcc2bb	ucweb		2486	3
fbbcc2bb	umeng		4984	1
fbbcc2bb	ydstatic		45134	1
fbbcc2bb	youdao		11843	5
fbd3e9c8	105mr		9349	4
fbd3e9c8	105zx		19638	5
fbd3e9c8	51		4754	2
fbd3e9c8	51yes		9798	4
fbd3e9c8	76868		218634	16
fbd3e9c8	admob		13504	3
fbd3e9c8	adobe		4783	2
fbd3e9c8	adsmogo		341013	153
fbd3e9c8	ajiang		1821	1
fbd3e9c8	apple		47980	8
fbd3e9c8	baidu		511626	72
fbd3e9c8	baidu-2img		21872	2
fbd3e9c8	bjximei		131500	9
fbd3e9c8	cnzz		31671	7
fbd3e9c8	doubleclick		6689	2
fbd3e9c8	easetown		2529	2
fbd3e9c8	edgesuite		63041	1
fbd3e9c8	flurry		7567	13
fbd3e9c8	googlesyndication		6561	2
fbd3e9c8	hftogo		52614	8
fbd3e9c8	itunes		1332	1
fbd3e9c8	jssem		2020921	31
fbd3e9c8	kugou		28246	19
fbd3e9c8	passit		1956	2
fbd3e9c8	qlogo		3292	1
fbd3e9c8	qpic		90808	7
fbd3e9c8	qq		336074	45
fbd3e9c8	sina		2258611	179
fbd3e9c8	sinaimg		62325	9
fbd3e9c8	taobao		144281	53
fbd3e9c8	taobaocdn		151585	8
fbd3e9c8	teeta		195963	25
fbd3e9c8	umeng		3231	2
fbd3e9c8	zgczxw		443592	45
fbd3e9c8	zoosnet		76698	17
fbd3e9c8	zoossoft		153808	5
fc43136e	7thg		1655	1
fc43136e	adwhirl		8009	6
fc43136e	amazonaws		6479	1
fc43136e	apple		119555	7
fc43136e	flurry		205155	6
fc43136e	google		8344	3
fc43136e	ijinshan		2578	2
fc43136e	localytics		6030	3
fc43136e	sina		9560	3
fc43136e	sinaimg		177231	26
fc43136e	tuan800		5792	3
fc43136e	umeng		8727	5
fc43136e	verisign		84749	28
fca30683	apple		235439	20
fca30683	edgesuite		122478	4
fca30683	itunes		7679	4
fca30683	verisign		6223	2
fd182d74	qpic		300177	8
fd182d74	qq		44236	14
fd182d74	rrimg		14510	3
fd182d74	tdimg		7390	1
fd182d74	uc		2590	1
fd182d74	ucweb		17571	4
fd393d61	365rili		214851	22
fd393d61	baidu		23527	6
fd393d61	baidu-2img		9320	2
fd393d61	co		0	1
fd393d61	flurry		0	1
fd393d61	google		350157	10
fd393d61	sina		2166152	187
fd393d61	sinaimg		1264277	296
fd393d61	uc		75186	35
fd393d61	ucweb		1156132	56
fd393d61	umeng		3122	2
fd393d61	verisign		9169	4
fd393d61	wapedia		7523	9
fd393d61	wikipedia		14828	1
feaf378c	360		3678	1
feaf378c	91		81110	21
feaf378c	91rb		100665	7
feaf378c	flurry		3439	2
feaf378c	google		8794	1
feaf378c	huofar		14079	4
feaf378c	sina		1879416	74
feaf378c	sinaimg		148061	5
feaf378c	yahooapis		60901	8
fec76539	126		377471	9
fec76539	163		1088304	148
fec76539	adwo		3300	3
fec76539	apple		53142	1
fec76539	baidu		45752	8
fec76539	edgesuite		727358	3
fec76539	itunes		2645	3
fec8c5b1	flurry		5439	1
fec8c5b1	gamecircus		6073	4
fec8c5b1	mzstatic		33509	2
fec8c5b1	openclik		5900	2
fec8c5b1	playhaven		75223	4
fec8c5b1	qq		476881	15
fec8c5b1	yahooapis		8592	4
fed869d6	punchbox		10752	4
fee727a9	edgesuite		828	1
fee727a9	itunes		1304	1
ff160f3e	apple		89404	2
ff160f3e	flurry		7404	6
ff160f3e	gamevibe		6134	3
ff160f3e	monternet		1244	1
ff160f3e	punchbox		12423	12
ff160f3e	qlogo		90014	2
ff160f3e	qq		425438	35
ff160f3e	sina		327763	45
ff21f5a3	apple		2758	1
ff21f5a3	google		20085	1
ff21f5a3	sina		748919	42
ff21f5a3	sinaimg		82721	13
ff21f5a3	yahooapis		2182	1
ff57dada	dianxinos		10956	9
ff57dada	dxsvr		4851	4
ff57dada	qq		2228	1
ff97a689	127		1139	1
ff97a689	apple		34696	10
ff97a689	itc		168788	31
ff97a689	montemet		1314	2
ff97a689	sohu		77048	10
ff97a689	yahooapis		23724	5
ffd673dc	teslan		2085	1
